Electricity consumption [kWh],CO2 excess [h],Heating demand [kWh],Overheating [h],Gas consumption [kWh],Operational cost [€],Electricity OPP [kW],CO2 emissions [kgCO2],Renovation cost [€],TCO over 30 years [€],Payback period [year],CO2 reduction per euro [kgCO2/€],building_position,building_orientation,floor_type,glazing,window_frame,WWR,airtightness,vent_type,shaded_surfaces,heating_system,radiator_area,N_pv,floor_insulation_0,floor_insulation_2,roof_insulation_0,roof_insulation_1,roof_insulation_2,wall_insulation_0,wall_insulation_1,wall_insulation_2
6567.118595040727,171.0448852452299,19665.601234341262,240.7950299701197,19.191951199231053,2124.790950459993,2.3556723608118313,2236.3324493833065,15955.642319999999,102154.32989268452,15.673678465086704,-0.14691673508431083,middle,S,Wood,DoubleGlz,Wood,0.36,2.0,C4a,"['SouthWall_0F', 'SouthWall_1FS']",HP 3kW Intergas + HR107 Parallel,4,0,Rockwool,0.0,Rockwool,External,0.0,Rockwool,External,0.0
6157.530604670713,105.7379998174734,17805.800293207067,238.07651908228803,12.568111650656544,1908.2786104558631,2.3675627661575467,2095.8603700201124,16992.53832,94407.7361345008,13.713887486361081,-0.1462184700778075,middle,S,Wood,DoubleGlz,Wood,0.36,2.0,C4a,"['SouthWall_0F', 'SouthWall_1FS']",HP 3kW Intergas + HR107 Parallel,4,0,Rockwool,0.0,Rockwool,External,0.0,Rockwool,Cavity,1.7
6217.845981474679,106.57544755907273,17949.022049596322,237.56642347665496,14.989294640851808,1910.713209289516,2.3606121336094925,2116.8106746206668,16876.95432,94390.91913281725,13.654039733551905,-0.1459785103884978,middle,S,Wood,DoubleGlz,Wood,0.36,2.0,C4a,"['SouthWall_0F', 'SouthWall_1FS']",HP 3kW Intergas + HR107 Parallel,4,0,Rockwool,0.0,Rockwool,External,0.0,Rockwool,Cavity,1.4
5740.726506826791,156.81902452660194,20309.539115521937,213.216656115068,31.646611292097877,1825.8078274218087,2.0726569607003302,1957.638342187563,17985.01232,92054.5288762631,13.878612402931024,-0.14583503961174363,middle,S,Wood,DoubleGlz,Wood,0.36,2.0,C2,"['SouthWall_0F', 'SouthWall_1FS']",HP 3kW Intergas + HR107 Parallel,8,0,Rockwool,0.0,Rockwool,External,0.0,Rockwool,External,0.0
6483.505182990929,174.70144752195756,19094.32459196677,267.32983747131516,43.260670181834655,2086.2426076739603,2.4196387671897663,2212.3084648601916,16503.05232,101137.90766931283,15.495592629893283,-0.14349920353207152,middle,S,Wood,DoubleGlz,Wood,0.36,1.0,C4a,"['SouthWall_0F', 'SouthWall_1FS']",HP 3kW Intergas + HR107 Parallel,4,0,Rockwool,0.0,Rockwool,External,0.0,Rockwool,External,0.0
6108.9534255648405,153.4754845586198,17373.353949263485,269.9397370004106,26.266617134629588,1894.7194888445724,2.394335336114329,2081.850955627683,17424.36432,94289.49461502145,13.822290700139042,-0.14339876779510824,middle,S,Wood,DoubleGlz,Wood,0.36,1.0,C4a,"['SouthWall_0F', 'SouthWall_1FS']",HP 3kW Intergas + HR107 Parallel,4,0,Rockwool,0.0,Rockwool,External,0.0,Rockwool,Cavity,1.4
6063.874895975724,151.52391470650025,17260.57535385973,272.4628931615467,22.510729636204168,1886.7594218829813,2.4012859686623833,2065.836928155172,17539.94832,94082.15398804517,13.819019247282661,-0.143366807856451,middle,S,Wood,DoubleGlz,Wood,0.36,1.0,C4a,"['SouthWall_0F', 'SouthWall_1FS']",HP 3kW Intergas + HR107 Parallel,4,0,Rockwool,0.0,Rockwool,External,0.0,Rockwool,Cavity,1.7
5491.398328535416,94.65938269933409,18858.973273385276,204.35573297867697,16.581179975710757,1709.0615176016925,2.1024174944829555,1870.1097876375968,18906.32432,88239.66733256956,13.486336068704412,-0.14335803698578817,middle,S,Wood,DoubleGlz,Wood,0.36,2.0,C2,"['SouthWall_0F', 'SouthWall_1FS']",HP 3kW Intergas + HR107 Parallel,8,0,Rockwool,0.0,Rockwool,External,0.0,Rockwool,Cavity,1.4
5469.63155150635,93.42062996021849,18698.109977114742,205.38049143771127,13.923815774668826,1709.1321526738705,2.106448114140682,1862.2227857989233,19021.90832,88358.11686177233,13.56941151367048,-0.14290156895399272,middle,S,Wood,DoubleGlz,Wood,0.36,2.0,C2,"['SouthWall_0F', 'SouthWall_1FS']",HP 3kW Intergas + HR107 Parallel,8,0,Rockwool,0.0,Rockwool,External,0.0,Rockwool,Cavity,1.7
4315.231512567574,171.0448852452299,19666.09316953611,238.74556856045794,19.69702381082873,1395.6997650217083,2.029531154857042,1470.7832696303572,21933.90872,78554.76733403461,12.52620925651539,-0.1417759187575038,middle,S,Wood,DoubleGlz,Wood,0.36,2.0,C4a,"['SouthWall_0F', 'SouthWall_1FS']",HP 3kW Intergas + HR107 Parallel,6,11,Rockwool,0.0,Rockwool,External,0.0,Rockwool,External,0.0
