Heating demand [kWh],Electricity consumption [kWh],Overheating [h],Gas consumption [kWh],Operational cost [€],Electricity OPP [kW],CO2 emissions [kgCO2],Renovation cost [€],TCO over 30 years [€],Payback period [year],CO2 reduction per euro [kgCO2/€],CO2 excess [h],building_position,building_orientation,floor_type,glazing,window_frame,WWR,airtightness,vent_type,shaded_surfaces,heating_system,radiator_area,N_pv,floor_insulation_0,floor_insulation_2,roof_insulation_0,roof_insulation_1,roof_insulation_2,wall_insulation_0,wall_insulation_1,wall_insulation_2
17947.139781442427,3912.4552047241928,234.89481820088258,16.54331397381222,1097.138834857137,1.9354232097651396,2080.7068817061513,23939.220719999998,68448.03587154973,11.796955119286885,-1.7654268202663763,107.0820263462348,middle,S,Wood,DoubleGlz,Wood,0.36,2.0,C4a,"['SouthWall_0F', 'SouthWall_1FS']",HP 3kW Intergas + HR107 Parallel,8,11,Rockwool,0.0,Rockwool,External,0.0,Rockwool,Cavity,1.4
17949.513984791167,4170.824964039343,234.89481820088258,17.04011999145889,1204.259918340313,2.026337751244294,2216.8701063747685,22855.220719999998,71709.7324708386,11.825370811794292,-1.8432015830876287,106.57544755907273,middle,S,Wood,DoubleGlz,Wood,0.36,2.0,C4a,"['SouthWall_0F', 'SouthWall_1FS']",HP 3kW Intergas + HR107 Parallel,6,11,Rockwool,0.0,Rockwool,External,0.0,Rockwool,Cavity,1.4
17803.91802505317,3890.470454954524,235.40664036117857,13.638258051335207,1095.7596008644487,1.939377199376566,2063.1518159782504,24054.80472,68507.6669976919,11.83605151877528,-1.757673690599205,106.24457860463545,middle,S,Wood,DoubleGlz,Wood,0.36,2.0,C4a,"['SouthWall_0F', 'SouthWall_1FS']",HP 3kW Intergas + HR107 Parallel,8,11,Rockwool,0.0,Rockwool,External,0.0,Rockwool,Cavity,1.7
17806.292228401915,4153.3126317034385,235.40664036117857,14.152190249542066,1202.880684347625,2.032019405355732,2201.6898230511933,22970.80472,71769.36359698077,11.865847434386604,-1.8345878526478752,105.7379998174734,middle,S,Wood,DoubleGlz,Wood,0.36,2.0,C4a,"['SouthWall_0F', 'SouthWall_1FS']",HP 3kW Intergas + HR107 Parallel,6,11,Rockwool,0.0,Rockwool,External,0.0,Rockwool,Cavity,1.7
17372.708420269566,3944.364136471846,268.81946739749753,30.404731974449486,1081.4903448954308,1.9662431680966896,2126.2963095415025,24486.630719999997,68360.61669134196,11.926104739327291,-1.7240980766854128,153.93215690063064,middle,S,Wood,DoubleGlz,Wood,0.36,1.0,C4a,"['SouthWall_0F', 'SouthWall_1FS']",HP 3kW Intergas + HR107 Parallel,8,11,Rockwool,0.0,Rockwool,External,0.0,Rockwool,Cavity,1.4
17259.92982486581,3944.648365889564,271.3426235586336,26.334715569931905,1075.457778433215,1.9701971577081159,2117.9589773235502,24602.21472,68231.47105729235,11.943572197487732,-1.7163369537828754,151.98590655393448,middle,S,Wood,DoubleGlz,Wood,0.36,1.0,C4a,"['SouthWall_0F', 'SouthWall_1FS']",HP 3kW Intergas + HR107 Parallel,8,11,Rockwool,0.0,Rockwool,External,0.0,Rockwool,Cavity,1.7
17374.452976633598,4185.283844110012,268.81946739749753,29.30973864938901,1189.2430734598208,2.05901524858597,2250.0142555535126,23402.630719999997,71647.93791831507,11.9600811470686,-1.7986710730046054,153.4754845586198,middle,S,Wood,DoubleGlz,Wood,0.36,1.0,C4a,"['SouthWall_0F', 'SouthWall_1FS']",HP 3kW Intergas + HR107 Parallel,6,11,Rockwool,0.0,Rockwool,External,0.0,Rockwool,Cavity,1.4
17261.674381229845,4190.040490961494,271.3426235586336,25.32467794376863,1183.210506997605,2.064696902697408,2244.1931302856187,23518.21472,71518.79228426547,11.97776053445587,-1.7900787344343612,151.52391470650025,middle,S,Wood,DoubleGlz,Wood,0.36,1.0,C4a,"['SouthWall_0F', 'SouthWall_1FS']",HP 3kW Intergas + HR107 Parallel,6,11,Rockwool,0.0,Rockwool,External,0.0,Rockwool,Cavity,1.7
18858.973273385276,4070.6766805727284,204.35573297867697,17.418546778638774,1163.905048088346,1.969056114781732,2165.281573972999,23612.59072,70829.98289814252,12.018699154413385,-1.7862659842121102,94.65938269933409,middle,S,Wood,DoubleGlz,Wood,0.36,2.0,C2,"['SouthWall_0F', 'SouthWall_1FS']",HP 3kW Intergas + HR107 Parallel,8,11,Rockwool,0.0,Rockwool,External,0.0,Rockwool,Cavity,1.4
18858.794456492673,4320.367041629889,204.35573297867697,18.650501432316993,1274.073256324693,2.0623774886127952,2298.438258258813,22528.59072,74215.29549576605,12.065450814319167,-1.8663045265680152,94.2206040760986,middle,S,Wood,DoubleGlz,Wood,0.36,2.0,C2,"['SouthWall_0F', 'SouthWall_1FS']",HP 3kW Intergas + HR107 Parallel,6,11,Rockwool,0.0,Rockwool,External,0.0,Rockwool,Cavity,1.4
