stop_lat,wheelchair_boarding,stop_code,stop_lon,stop_timezone,stop_url,parent_station,stop_desc,stop_name,location_type,stop_id,zone_id
41.567952,0,3776,-93.612235,,,,,"INDIANOLA AVE / E OLINDA AVE, DSM",0,4027,2
41.563595,0,3773,-93.608925,,,,,"INDIANOLA AVE / E BELL AVE, DSM",0,4024,2
41.565474,0,3774,-93.610346,,,,,"INDIANOLA AVE / E KIRKWOOD AVE (FAR-SIDE), DSM",0,4025,2
41.560114,0,3771,-93.605601,,,,INDIANOLA AVE & SE 5TH ST,"INDIANOLA AVE / SE 6TH ST, DSM",0,4022,2
41.526474,0,3770,-93.606095,,,,,"E ARMY POST RD / SE 5TH ST, DSM",0,4021,2
41.537932,0,3778,-93.596668,,,,5101 SE 14TH ST & E BROAD ST,"SE 14TH ST / WALMART, DSM",0,4029,2
41.590404,0,345,-93.716487,,,,1001 OFFICE PARK RD & 8TH ST,"OFFICE PARK RD / #1001, WDM",0,345,2
41.627737,0,3747,-93.609593,,,,,"E EUCLID AVE / E 7TH ST, DSM",0,3999,2
41.600277,0,3745,-93.715194,,,,7100 UNIVERSITY AVE,"UNIVERSITY AVE / ALDI, WHT",0,3997,2
41.600438,0,3744,-93.715448,,,,0 UNIVERSITY AVE & PRIVATE RD,"UNIVERSITY AVE / HY-VEE, WHT",0,3996,2
41.600525,0,3742,-93.639993,,,,,"UNIVERSITY AVE / 17TH ST, DSM",0,3994,2
41.60046,0,3741,-93.63169,,,,,"UNIVERSITY AVE / 11TH ST, DSM",0,3993,2
41.600823,0,3740,-93.629308,,,,,"UNIVERSITY AVE / 9TH ST, DSM",0,3992,2
41.600918,0,3739,-93.626298,,,,,"UNIVERSITY AVE / 6TH AVE (FAR-SIDE), DSM",0,3991,2
41.617018,0,571,-93.624698,,,,,"6TH AVE / HOLCOMB AVE (FAR-SIDE), DSM",0,312_merged_719158,2
41.621482,0,557,-93.624648,,,,,"6TH AVE / CORNING AVE, DSM",0,298,2
