service_id,start_date,end_date,monday,tuesday,wednesday,thursday,friday,saturday,sunday
178.0.3,20250615,20250823,0,0,0,0,0,0,1
178.0.2,20250615,20250823,0,0,0,0,0,1,0
178.0.1,20250615,20250823,1,1,1,1,1,0,0
180.0.5,20250824,20251122,0,0,0,0,0,0,0
180.0.2,20250824,20251122,0,0,0,0,0,1,0
180.0.3,20250824,20251122,0,0,0,0,0,0,1
178.0.5,20250615,20250823,0,0,0,0,0,0,0
178.0.4,20250615,20250823,0,0,0,0,0,0,0
180.0.1,20250824,20251122,1,1,1,1,1,0,0
180.0.4,20250824,20251122,0,0,0,0,0,0,0
