Number of Points,Order 3 - Unique,Order 3 - First Derivative,Order 5 - Unique,Order 5 - First Derivative,Order 7 - Unique,Order 7 - First Derivative,Order 9 - Unique,Order 9 - First Derivative
1000,0.0003737014005309902,0.0005614080000668764,0.0011054353992221877,0.001418630599800963,0.0008379107996006497,0.00244718699977966,0.0029207878003944645,0.004006830998696387
2000,0.0004219060007017106,0.00079552480019629,0.0011488830001326277,0.0016612835999694653,0.0011016770004061982,0.0018185125998570583,0.0038096877993666566,0.006164560800243635
5000,0.0008186010003555566,0.001230005398974754,0.002951580200169701,0.003959994799515698,0.0013282950007123874,0.003557337600796018,0.005915800199727528,0.010596381600771565
10000,0.001358428198727779,0.0031034368003020063,0.005328488200029824,0.007982616999652237,0.002905567399284337,0.00627463440032443,0.01146900940075284,0.019335848400078248
20000,0.006997855800727848,0.01281603920069756,0.021845088400004896,0.03192233159934403,0.010918452999612782,0.024154925800394265,0.04704082380048931,0.07607637800101656
50000,0.017547801999899092,0.0391106340000988,0.06752128040097886,0.08251086800009944,0.023863228799018543,0.049341830800403844,0.10443127680046019,0.18307826739910524
100000,0.02894107059983071,0.058995950801181606,0.0935054838002543,0.1480921220005257,0.04543497600097908,0.09649054239998804,0.17627954019990283,0.28043182019901
200000,0.062298194599861745,0.10581324780068826,0.1743346699993708,0.24859949499950745,0.07918361600022764,0.1692380216001766,0.3113833051989786,0.5132588403997943
500000,0.1300560283998493,0.20680407820036634,0.34402411099872554,0.5452778651990229,0.19202098040113924,0.3666588206004235,0.7076683315986884,1.2242817923994154
1000000,0.20675057059997926,0.338508454800467,0.6030422126001213,1.0110559473992908,0.2855647010001121,0.6475538009995944,1.3131295468003372,2.4123201295995385
2000000,0.40565584099967966,0.9012714204000076,1.6491725021987804,2.3868695648008726,0.6536388982000062,1.61177914699947,2.979765825399954,5.115274247599882
5000000,0.7398784899996826,1.5536039801998414,2.786409006601025,4.8239962190011285,1.3905802241992204,3.400397115200758,6.674722361798922,12.41596350280015
12000000,1.7473586806008825,3.7134870331996352,6.6957368214003505,10.943389563998789,3.2626008132006974,7.581449702999089,15.538969565799926,24.96405449800077
