"corso","anno","media","voto"
"EC",2000,20.9618183482777,77
"EP",2000,23.0372730601918,89
"EP",2000,27.2918180985884,110
"EC",2000,22.8709092573686,86
"EC",2000,23.4354545454545,89
"EP",2000,23.6099999167702,89
"EC",2000,23.3481819846413,90
"EC",2000,24.3490905761719,94
"EC",2000,23.3481819846413,91
"EP",2000,23.6099999167702,89
"EP",2000,24.1745452880859,94
"EC",2000,24.7827280217951,95
"EP",2000,22.3690899935636,84
"EC",2000,23.4354546286843,90
"EC",2000,22.5654539628462,84
"EC",2000,25.044545953924,95
"EC",2000,23.5663646351207,90
"EC",2000,21.7609093405984,81
"EP",2000,24.6954553777521,93
"EC",2000,21.5645453713157,84
"EC",2000,24.5863640525124,96
"EC",2000,25.4890906594016,95
"EP",2000,21.2399992509322,80
"EC",2000,25.7399992509322,98
"EC",2000,24.2181826504794,95
"EC",2000,26.5663646351207,105
"EC",2000,25.6527266068892,100
"EC",2000,24.6299993341619,92
"EC",2000,23.7600007490678,94
"EC",2000,25.2381820678711,98
"EP",2000,22.9772727272727,90
"EC",2000,23.1081827337092,87
"EC",2000,22.5190908258611,85
"EC",2000,22.2954545454545,91
"EC",2000,23.4790899103338,89
"EP",2000,26.5309090909091,103
"EC",2000,24.3599999167702,95
"EC",2000,21.1745452880859,80
"EP",2000,27.2618179321289,101
"EP",2000,25.9990914084695,103
"EC",2000,24.7309091741389,99
"EC",2000,25.2136355313388,94
"EP",2000,23.2609093405984,87
"EC",2000,25.3745457042347,98
"EC",2000,25.4781813188033,99
"EP",2000,24.9136359474876,92
"EC",2000,24.234545621005,94
"EC",2000,22.4781813188033,86
"EP",2000,22.8709092573686,86
"EP",2000,27.870000665838,110
"EC",2000,23.8336361971768,89
"EC",2000,21.7609093405984,86
"EC",2000,22.9336353648793,84
"EC",2000,24.4336353648793,94
"EC",2000,26.6945447054776,107
"EP",2000,23.4790899103338,96
"EC",2000,24.1745452880859,93
"EC",2000,23.1299993341619,86
"EC",2000,26.8254547119141,104
"EP",2000,22.587272644043,85
"EP",2000,22.9990914084695,86
"EC",2000,24.1309100064364,90
"EC",2000,21.3900000832298,80
"EP",2000,23.5663646351207,87
"EC",2000,22.5654539628462,84
"EC",2000,22.3472733931108,84
"EC",2000,24.4390910755504,96
"EC",2000,24.6436365300959,99
"EP",2000,21.8700006658381,82
"EC",2000,22.955454046076,88
"EC",2000,23.042726690119,93
"EC",2000,25.3472733931108,100
"EC",2000,22.3472733931108,83
"EP",2000,24.5645453713157,99
"EC",2000,24.2618179321289,91
"EP",2000,22.6309100064364,90
"EC",2000,24.5863640525124,95
"EP",2000,23.8254547119141,93
"EP",2000,25.1727281050249,94
"EC",2000,22.2381820678711,83
"EC",2000,24.3054552945224,91
"EP",2000,22.3909086747603,84
"EC",2000,26.2609093405984,102
"EP",2000,22.9990914084695,86
"EP",2000,27,101
"EC",2000,23.9563626376065,90
"EP",2000,24.087272644043,96
"EC",2000,25.412727355957,95
"EP",2000,27.1309100064364,105
"EP",2000,23.7381820678711,89
"EC",2000,26.3263633034446,103
"EP",2000,25.6527266068892,100
"EC",2000,21.8918172662908,83
"EC",2000,25.9118187644265,104
"EC",2000,25.8272718949751,100
"EP",2000,23.9563626376065,90
"EC",2000,24.6736366965554,92
"EC",2000,23.3700006658381,88
"EC",2000,25.7399992509322,96
"EC",2000,28.5654539628464,110
"EP",2000,25.7618179321289,100
"EP",2000,24.4336353648793,92
"EC",2000,23.3618191805753,95
"EC",2000,26.4354546286843,103
"EC",2000,23.7381820678711,93
"EP",2000,27.5645453713156,107
"EC",2000,25.0227272727273,97
"EC",2000,26.8690899935636,108
"EP",2000,26.4790899103338,102
"EC",2000,26.5418181818182,105
"EC",2000,21.1963639692827,81
"EP",2000,26.0863640525124,101
"EC",2000,24.7609093405984,94
"EC",2000,24.3490905761719,95
"EP",2000,25.9118187644265,105
"EC",2000,24.2181826504794,92
"EC",2000,25.0663646351207,100
"EC",2000,27.2318177656694,106
"EC",2000,25.7399992509322,96
"EC",2000,24.3054552945224,91
"EC",2000,23.1736366965554,90
"EC",2000,23.4790899103338,89
"EP",2000,25.3472733931108,95
"EC",2000,24.8045446222479,93
"EC",2000,22.5218186811967,84
"EC",2000,24.7172719782049,97
"EC",2000,22.3909086747603,86
"EC",2000,26.0863640525124,97
"EC",2000,25.0445454545455,102
"EP",2000,23.0863640525124,87
"EC",2000,21.4772727272727,84
"EC",2000,24.9136359474876,93
"EC",2000,22.4781813188033,84
"EP",2000,26.6509094238281,107
"EC",2000,25.6527266068892,99
"EC",2000,27.9572733098809,110
"EC",2000,23.544545953924,88
"EP",2000,26.2172719782049,101
"EC",2000,24.3900000832298,93
"EC",2000,22.0881812355735,84
"EC",2000,27.1527266068892,108
"EC",2000,23.5881812355735,88
"EC",2000,26.5009085915305,103
