"produzione"
86.1
87.3
96.3
89.3
93.8
91.3
93.2
43.4
92.1
94.5
89.8
82.8
87.5
85.5
93.3
86.1
92.3
91.7
92.1
42
92.2
93.6
93
80.8
85.7
87.4
95.4
87.8
93.1
91.9
92.2
40.1
87
91.6
90.9
76.9
83.8
84.7
92.4
84.6
90.4
88.4
88.8
38.7
87.4
89.9
89.3
79
82.1
85.4
94.1
89.1
94.6
94.1
95.8
44.7
94.6
96.2
95.8
89.4
91.1
91.8
101.6
92.5
99.9
98.1
99.2
50.9
98.1
101.7
99.5
92.1
92.5
93.6
102
91.3
98
97.2
98.6
48.6
94.6
99.1
96.9
85.5
88.7
93.3
100
97.2
100.9
100.6
103.8
52.7
100.6
106.1
102.9
92.9
94.6
97.1
105.4
98
103.4
102.5
105
50.9
101.9
104.6
102.6
87.8
93.9
94.8
104
95.7
100.2
101.2
104.4
53.1
101.5
106.2
105.2
92.9
95.1
98.8
108.4
99.4
107.5
105.8
107.2
56.8
105.5
107.9
107.8
99.8
98.2
101.4
111.6
98.3
107.2
105.6
106.8
53.9
102.9
105.5
101.4
93.4
93.7
98.6
106.8
96
106.3
103.2
107.1
53.1
103.1
105
104
93.2
94.7
97.6
106.3
97.6
101.6
101
107.6
54.2
101.2
105.5
104.3
93.4
