RPM,power
1005.7743,0.4839
1128.1166,0.5402
1240.3115,0.6139
1373.4393,0.6935
1530.3335,0.7995
1650.4166,0.9367
1768.3553,1.0758
1890.5827,1.2192
1995.8936,1.3515
2085.4113,1.3801
2169.6532,1.2187
2258.8731,1.0656
2360.7293,0.8950
2454.5442,0.7374
2562.8333,0.5638
2588.5654,0.5186
3119.2896,0.5346
