file	num_segments	speech_seconds	num_words	video_seconds
SF1082A.1.mpg	5	0	14	639
SF1082B.1.mpg	5	11	9	361
SF1083A.1.mpg	6	9	18	612
SF1083B.1.mpg	3	0	22	630
SF1084.1.mpg	8	0	16	593
SF1085.1.mpg	18	2	43	651
SF1086.1.mpg	17	1	49	487
SF1087A.1.mpg	10	0	23	562
SF1087B.1.mpg	5	17	25	722
SF1088.1.mpg	18	36	67	667
SF1089.1.mpg	11	0	29	801
SF1090.1.mpg	7	127	36	629
SF1091A.1.mpg	14	3	27	497
SF1091B.1.mpg	26	3	45	636
SF1092.1.mpg	7	1	17	642
SF1093.1.mpg	7	10	11	607
SF1094A.1.mpg	6	5	14	578
SF1094B.1.mpg	5	0	13	347
SF1094C.1.mpg	3	2	5	684
SF1095.1.mpg	13	3	20	659
SF1096A.1.mpg	4	2	8	623
SF1096B.1.mpg	6	0	9	321
SF1097.1.mpg	14	0	32	738
SF1098A.1.mpg	21	0	39	687
SF1098B.1.mpg	10	58	13	335
SF1099A.1.mpg	8	2	17	629
SF1099B.1.mpg	13	0	23	560
SF1099C.1.mpg	4	2	10	569
SF1099D.1.mpg	1	18	1	709
SF10A.1.mpg	17	1	48	561
SF11-16.1.mpg	10	0	29	714
SF1100.1.mpg	14	2	27	738
SF1101.1.mpg	19	1	40	610
SF1102A.1.mpg	5	1	11	466
SF1102B.1.mpg	1	1	3	390
SF1102C.1.mpg	17	2	38	621
SF1103.1.mpg	5	16	10	578
SF1104A.1.mpg	9	0	17	483
SF1104B.1.mpg	2	0	8	612
SF1104C.1.mpg	14	1	30	368
SF1105A.1.mpg	5	185	7	512
SF1105B.1.mpg	7	34	24	704
SF1106A.1.mpg	7	0	11	629
SF1106B.1.mpg	32	11	100	530
SF1107A.1.mpg	9	4	23	603
SF1107B.1.mpg	12	3	59	327
SF1107C.1.mpg	12	60	30	679
SF1107D.1.mpg	6	15	18	563
SF1108.1.mpg	9	5	30	629
SF1109.1.mpg	10	1	15	770
SF110A.1.mpg	3	1	35	830
SF110B.1.mpg	3	1	8	815
SF1110.1.mpg	19	9	56	681
SF1111A.1.mpg	14	67	20	491
SF1111B.1.mpg	14	4	60	674
SF1111C.1.mpg	15	3	34	718
SF1112.1.mpg	8	1	22	921
SF1113A.1.mpg	1	0	1	586
SF1113B.1.mpg	18	0	33	492
SF1113C.1.mpg	7	0	13	773
SF1113D.1.mpg	8	0	16	636
SF1114A.1.mpg	32	0	52	663
SF1114B.1.mpg	1	0	3	511
SF1115A.1.mpg	7	1	10	627
SF1115B.1.mpg	6	419	34	738
SF1115C.1.mpg	1	1	4	563
SF1116B.1.mpg	16	25	25	782
SF1116C.1.mpg	18	1	36	539
SF1116D.1.mpg	1	0	2	908
SF1117.1.mpg	17	17	27	661
SF1118.1.mpg	16	1	24	820
SF1119A.1.mpg	4	0	5	432
SF1119B.1.mpg	2	0	6	855
SF1119C.1.mpg	2	0	3	398
SF1119D.1.mpg	4	0	7	665
SF1119E.1.mpg	4	0	5	463
SF112.1.mpg	4	1	50	581
SF1120.1.mpg	17	16	55	573
SF1121.1.mpg	5	0	8	574
SF1122.1.mpg	7	0	11	679
SF1123A.1.mpg	28	55	86	574
SF1123B.1.mpg	12	27	33	570
SF1124A.1.mpg	7	0	15	652
SF1124B.1.mpg	6	12	64	367
SF1125.1.mpg	14	0	31	557
SF1126.1.mpg	10	46	13	908
SF1127A.1.mpg	9	1	15	631
SF1127B.1.mpg	20	1	65	609
SF1128A.1.mpg	25	0	49	709
SF1128B.1.mpg	3	0	7	400
SF1128C.1.mpg	3	0	4	613
SF1128D.1.mpg	7	1	46	531
SF1128E.1.mpg	10	248	19	711
SF1128F.1.mpg	12	5	31	725
SF1129.1.mpg	32	1	55	671
SF1130A.1.mpg	14	2	28	787
SF1130B.1.mpg	14	134	27	651
SF1130C.1.mpg	12	0	21	655
SF1130D.1.mpg	12	30	18	575
SF1131A.1.mpg	4	0	8	613
SF1131B.1.mpg	7	4	13	706
SF1133.1.mpg	1	0	2	948
SF1133A.1.mpg	11	0	19	827
SF1134A.1.mpg	2	0	3	655
SF1134B.1.mpg	35	16	96	667
SF1135A.1.mpg	6	6	12	685
SF1135B.1.mpg	9	15	17	712
SF1135C.1.mpg	5	5	10	695
SF1136.1.mpg	16	2	29	695
SF1137A.1.mpg	3	0	7	699
SF1137B.1.mpg	2	0	3	587
SF1137C.1.mpg	25	3	41	720
SF1138.1.mpg	11	173	27	854
SF1139.1.mpg	9	2	12	643
SF1140A.1.mpg	16	2	26	954
SF1140B.1.mpg	8	1	17	825
SF1141A.1.mpg	13	2	30	409
SF1141B.1.mpg	1	0	5	643
SF1142.1.mpg	8	1	17	822
SF1143A.1.mpg	9	12	15	351
SF1143B.1.mpg	26	189	47	912
SF1144.1.mpg	2	0	6	688
SF1145A.1.mpg	1	0	1	581
SF1145B.1.mpg	21	0	37	770
SF1146.1.mpg	10	0	13	576
SF1147A.1.mpg	6	4	11	795
SF1147B.1.mpg	19	90	44	868
SF1147C.1.mpg	17	28	30	648
SF1149.1.mpg	11	0	16	606
SF1150.1.mpg	19	9	36	811
SF1151.1.mpg	7	0	10	597
SF1152.1.mpg	34	41	64	935
SF1153.1.mpg	22	0	41	696
SF1154.1.mpg	15	7	34	624
SF1155.1.mpg	6	9	8	736
SF1156.1.mpg	18	9	41	722
SF1157.1.mpg	6	1	9	646
SF1158.1.mpg	25	0	45	799
SF1159A.1.mpg	17	0	34	533
SF1159B.1.mpg	2	1	9	473
SF1160.1.mpg	4	1	6	690
SF1161.1.mpg	10	0	14	662
SF1162A.1.mpg	6	21	15	362
SF1162B.1.mpg	3	6	14	803
SF1163.1.mpg	2	0	4	91
SF1164.1.mpg	7	7	18	426
SF1165B.1.mpg	3	0	5	468
SF1165C.1.mpg	44	0	79	802
SF1166.1.mpg	5	0	8	185
SF1167.1.mpg	6	0	11	263
SF1168.1.mpg	1	0	2	269
SF1170.1.mpg	5	0	11	300
SF1171A.1.mpg	1	1	3	508
SF1171B.1.mpg	11	2	28	396
SF1172.1.mpg	5	0	10	511
SF1173.1.mpg	11	11	21	896
SF1174.1.mpg	2	5	47	592
SF1175.1.mpg	1	1	1	242
SF1176A.1.mpg	16	7	39	736
SF1176B.1.mpg	11	84	22	604
SF1176C.1.mpg	24	0	44	579
SF1176D.1.mpg	3	0	7	501
SF1176E.1.mpg	2	0	7	628
SF1177.1.mpg	7	1	18	341
SF1178.1.mpg	1	1	1	908
SF1179.1.mpg	7	0	13	594
SF118.1.mpg	8	0	13	712
SF1180.1.mpg	20	5	55	835
SF1181A.1.mpg	7	190	10	595
SF1181B.1.mpg	3	33	6	593
SF1182A.1.mpg	7	2	16	825
SF1183.1.mpg	3	0	7	537
SF1184.1.mpg	6	0	15	577
SF1185.1.mpg	13	0	33	862
SF1186.1.mpg	11	1	24	758
SF1187.1.mpg	18	16	44	739
SF1188A.1.mpg	9	2	32	839
SF1188B.1.mpg	11	0	16	735
SF1189.1.mpg	17	1	38	605
SF119.1.mpg	1	0	30	532
SF1190.1.mpg	10	0	23	446
SF1191A.1.mpg	6	7	8	552
SF1191B.1.mpg	11	211	20	463
SF1192.1.mpg	6	0	12	317
SF1193.1.mpg	15	0	34	446
SF1194.1.mpg	14	0	30	639
SF1195A.1.mpg	6	13	8	369
SF1195B.1.mpg	23	0	39	804
SF1196.1.mpg	22	2	75	799
SF1197A.1.mpg	1	0	3	699
SF1197B.1.mpg	7	23	9	816
SF1198.1.mpg	8	0	18	404
SF1199.1.mpg	5	0	8	694
SF120.1.mpg	11	0	23	928
SF1200.1.mpg	9	5	24	678
SF1201.1.mpg	10	0	21	543
SF1202.1.mpg	7	12	51	540
SF1203.1.mpg	13	0	28	545
SF1204A.1.mpg	22	1	44	902
SF1204B.1.mpg	2	0	2	894
SF1205.1.mpg	3	6	6	537
SF1206A.1.mpg	4	15	12	421
SF1206B.1.mpg	15	0	24	792
SF1207.1.mpg	15	6	34	562
SF1208.1.mpg	9	0	12	601
SF1209.1.mpg	6	0	8	385
SF121.1.mpg	1	0	3	757
SF1210.1.mpg	6	42	10	297
SF1211.1.mpg	6	0	8	252
SF1212.1.mpg	2	0	2	281
SF1213.1.mpg	10	0	22	343
SF1214A.1.mpg	7	0	12	238
SF1214B.1.mpg	4	1	15	748
SF1214C.1.mpg	4	1	6	876
SF1215-18.1.mpg	14	12	39	768
SF1219A.1.mpg	8	0	14	574
SF1219B.1.mpg	4	3	7	869
SF122 m bröduppror.1.mpg	1	0	16	675
SF1220.1.mpg	4	0	8	599
SF1221.1.mpg	1	1	4	817
SF1222A.1.mpg	6	0	12	582
SF1222B.1.mpg	4	0	8	604
SF1223.1.mpg	9	0	21	457
SF1224.1.mpg	5	0	7	564
SF1225.1.mpg	7	0	11	576
SF1226A.1.mpg	4	1	10	827
SF1226B.1.mpg	3	0	8	251
SF1227A.1.mpg	3	3	18	678
SF1227B.1.mpg	15	3	45	657
SF1227C.1.mpg	6	27	26	643
SF1228A.1.mpg	2	0	4	785
SF1228B.1.mpg	22	10	70	710
SF1229.1.mpg	5	4	14	436
SF123.1 bl.a bröduppror 1917.mpg	1	0	16	952
SF123.1.mpg	1	0	16	952
SF1231.1.mpg	3	10	14	574
SF1232.1.mpg	4	32	19	449
SF1233.1.mpg	4	0	8	518
SF1234.1.mpg	9	0	11	466
SF1235.1.mpg	6	0	10	537
SF1236.1.mpg	2	0	2	783
SF1237A.1.mpg	1	0	1	381
SF1237B.1.mpg	9	2	24	631
SF1238.1.mpg	3	9	9	756
SF1239.1.mpg	1	6	12	829
SF124.1.mpg	1	0	2	703
SF1240.1.mpg	1	0	2	428
SF1241.1.mpg	3	0	7	647
SF1242.1.mpg	7	1	18	744
SF1243.1.mpg	10	0	26	606
SF1244.1.mpg	9	14	24	592
SF1245A.1.mpg	4	0	6	736
SF1245B.1.mpg	4	7	11	326
SF1246.1.mpg	1	0	1	253
SF1247A.1.mpg	5	31	8	566
SF1247B.1.mpg	16	2	29	738
SF1248A.1.mpg	4	0	6	510
SF1248B.1.mpg	3	0	4	670
SF1249.1.mpg	1	707	1	808
SF1250.1.mpg	5	3	18	851
SF1251.1.mpg	12	0	53	558
SF1252A.1.mpg	2	88	2	303
SF1252B.1.mpg	15	0	32	583
SF1252C.1.mpg	2	0	3	528
SF1254A.1.mpg	5	0	7	665
SF1254B.1.mpg	12	9	75	811
SF1255A.1.mpg	6	0	9	690
SF1255B.1.mpg	7	0	11	684
SF1255C.1.mpg	19	5	211	817
SF1256A.1.mpg	5	1	21	736
SF1256B.1.mpg	7	1	10	274
SF1257.1.mpg	10	1	28	769
SF1258.1.mpg	4	0	8	303
SF1259A.1.mpg	2	7	5	518
SF1259B.1.mpg	7	38	18	719
SF1259C.1.mpg	8	20	22	535
SF1259D.1.mpg	1	3	4	618
SF1259E.1.mpg	7	63	13	408
SF1261A.1.mpg	2	1	2	491
SF1261B.1.mpg	10	26	36	705
SF1262A.1.mpg	3	0	5	868
SF1262B.1.mpg	7	1	16	545
SF1263.1.mpg	2	0	7	735
SF1264.1.mpg	9	1	15	671
SF1265A.1.mpg	10	1	38	836
SF1265B.1.mpg	7	11	39	756
SF1266.1.mpg	3	0	5	544
SF1267.1.mpg	7	0	16	746
SF1268.1.mpg	1	1	1	655
SF1269.1.mpg	5	0	7	934
SF127.1.mpg	4	1	52	807
SF1270.1.mpg	12	0	23	882
SF1271.1.mpg	10	56	25	668
SF1272.1.mpg	13	0	34	807
SF1273.1.mpg	12	0	22	567
SF1274.1.mpg	7	0	14	650
SF1275.1.mpg	11	0	22	586
SF1276.1.mpg	11	0	26	502
SF1277.1.mpg	4	0	4	676
SF1278A.1.mpg	8	20	16	891
SF1278B.1.mpg	3	0	5	646
SF1278C.1.mpg	4	0	7	717
SF1279.1.mpg	12	0	26	670
SF1280A.1.mpg	15	0	36	688
SF1280B.1.mpg	5	0	8	273
SF1281.1.mpg	10	0	15	801
SF1282.1.mpg	11	7	20	638
SF1283A.1.mpg	6	0	12	545
SF1283B.1.mpg	8	0	15	483
SF1284.1.mpg	6	0	13	621
SF1285.1.mpg	13	6	32	554
SF1286.1.mpg	12	0	21	588
SF1287.1.mpg	20	0	35	813
SF1288A.1.mpg	8	0	16	665
SF1288B.1.mpg	4	0	6	440
SF1289.1.mpg	3	0	7	617
SF128A.1.mpg	1	1	14	979
SF128B.1.mpg	4	2	63	533
SF129.1.mpg	1	0	21	893
SF1290A.1.mpg	8	18	33	689
SF1290B.1.mpg	13	0	27	602
SF1291.1.mpg	8	0	19	377
SF1292.1.mpg	7	95	16	648
SF1293A.1.mpg	6	0	13	566
SF1293B.1.mpg	2	1	5	425
SF1294.1.mpg	6	1	16	827
SF1295.1.mpg	6	0	14	564
SF1296.1.mpg	6	0	11	454
SF1297A.1.mpg	6	8	23	479
SF1297B.1.mpg	8	0	14	614
SF1298.1.mpg	6	0	15	596
SF1299.1.mpg	3	17	10	908
SF130.1.mpg	16	7	138	1134
SF1300.1.mpg	2	1	3	457
SF1301.1.mpg	2	0	6	354
SF1302.1.mpg	3	0	4	584
SF1303B.1.mpg	13	2	25	734
SF1303C.1.mpg	6	0	9	535
SF1303D.1.mpg	10	1	19	832
SF1303E.1.mpg	19	6	50	655
SF1304A.1.mpg	1	0	1	869
SF1304B.1.mpg	14	11	22	683
SF1305A.1.mpg	9	0	17	778
SF1305B.1.mpg	11	1	23	683
SF1306A.1.mpg	6	0	9	927
SF1306B.1.mpg	3	0	5	647
SF1307.1.mpg	8	4	19	626
SF1308.1.mpg	10	5	17	533
SF1309A.1.mpg	1	9	7	514
SF1309B.1.mpg	6	27	66	465
SF131.1.mpg	12	4	118	1315
SF1310A-B.1.mpg	7	0	12	1400
SF1311.1.mpg	14	14	34	544
SF1312.1.mpg	8	0	15	492
SF1313.1.mpg	3	0	6	518
SF1314.1.mpg	6	0	15	587
SF1315A.1.mpg	13	11	33	631
SF1315B.1.mpg	7	8	22	376
SF1316.1.mpg	9	0	16	472
SF1317.1.mpg	8	1	18	594
SF1318.1.mpg	2	2	9	645
SF1319.1.mpg	9	0	21	477
SF132.1.mpg	3	0	38	648
SF1320.1.mpg	5	0	8	574
SF1321.1.mpg	21	18	36	766
SF1322.1.mpg	12	0	25	567
SF1323A.1.mpg	1	1	7	651
SF1323B.1.mpg	1	1	4	483
SF1324.1.mpg	4	0	9	285
SF1325.1.mpg	12	1	29	907
SF1326A.1.mpg	12	5	24	848
SF1326B.1.mpg	3	0	5	905
SF1327.1.mpg	10	0	16	937
SF1328A.1.mpg	11	5	50	676
SF1328B.1.mpg	7	4	27	456
SF1329.1.mpg	10	0	16	770
SF133.1.mpg	5	2	28	1416
SF1330.1.mpg	17	9	84	489
SF1331.1.mpg	10	0	14	841
SF1332.1.mpg	4	0	7	544
SF1333.1.mpg	9	0	17	541
SF1334.1.mpg	4	5	26	647
SF1335.1.mpg	11	10	41	729
SF1336.1.mpg	4	1	12	517
SF1337.1.mpg	2	0	3	300
SF1338.1.mpg	3	0	3	264
SF1339.1.mpg	1	0	5	394
SF134.1.mpg	4	1	60	920
SF1340.1.mpg	1	0	7	136
SF1341.1.mpg	4	1	11	269
SF1342A.1.mpg	2	2	6	507
SF1342B.1.mpg	1	5	5	503
SF1342C.1.mpg	18	0	30	659
SF1342D.1.mpg	30	0	53	471
SF1343.1.mpg	6	2	10	589
SF1344.1.mpg	4	1	7	901
SF1346A.1.mpg	3	0	3	586
SF1346B.1.mpg	15	0	26	556
SF1347.1.mpg	9	3	11	702
SF1348.1.mpg	2	0	3	710
SF1349.1.mpg	3	0	5	501
SF1350.1.mpg	10	0	15	688
SF1351.1.mpg	5	0	14	583
SF1352.1.mpg	10	1	31	684
SF1353.1.mpg	3	13	33	699
SF1354.1.mpg	13	1	31	682
SF1355.1.mpg	6	7	8	477
SF1356.1.mpg	4	0	13	583
SF1357.1.mpg	10	1	19	503
SF1358.1.mpg	8	0	16	633
SF1359.1.mpg	8	10	19	602
SF136.1.mpg	2	1	42	714
SF1360.1.mpg	12	6	22	613
SF1361.1.mpg	4	0	5	503
SF1362.1.mpg	11	0	19	604
SF1363.1.mpg	14	0	26	665
SF1364.1.mpg	8	0	16	424
SF1365.1.mpg	1	15	3	603
SF1366.1.mpg	1	10	7	706
SF1367.1.mpg	1	2	10	836
SF1368.1.mpg	10	0	24	583
SF1369.1.mpg	4	0	7	880
SF137.1.mpg	4	8	36	685
SF1370.1.mpg	3	11	7	843
SF1371.1.mpg	5	3	7	922
SF1372.1.mpg	6	13	16	926
SF1373.1.mpg	5	0	8	698
SF1374.1.mpg	13	2	34	529
SF1375.1.mpg	6	1	10	696
SF1376.1.mpg	8	6	11	473
SF1377.1.mpg	14	3	29	740
SF1378A.1.mpg	7	0	14	745
SF1378B.1.mpg	7	0	13	643
SF1379.1.mpg	3	0	7	345
SF138.1.mpg	5	1	45	631
SF1380.1.mpg	3	0	11	463
SF1381A.1.mpg	1	5	4	331
SF1381B.1.mpg	13	0	19	781
SF1382A.1.mpg	1	0	2	873
SF1382B.1.mpg	8	0	14	587
SF1382C.1.mpg	3	23	53	702
SF1383.1.mpg	12	1	20	891
SF1384.1.mpg	1	0	2	612
SF1385A.1.mpg	9	0	23	681
SF1385B.1.mpg	4	11	5	603
SF1386.1.mpg	2	0	3	772
SF1387.1.mpg	2	27	6	766
SF1388.1.mpg	1	5	2	555
SF1389A.1.mpg	9	3	15	577
SF1389B.1.mpg	3	0	5	555
SF139.1.mpg	9	4	81	1033
SF1390.1.mpg	1	8	5	559
SF1391.1.mpg	5	30	18	588
SF1392.1.mpg	2	6	3	639
SF1393.1.mpg	7	0	9	701
SF1394.1.mpg	6	0	10	386
SF1395.1.mpg	2	1	3	749
SF1396.1.mpg	1	0	2	510
SF1397.1.mpg	6	0	7	594
SF1398.1.mpg	10	1	18	567
SF1399.1.mpg	1	0	2	533
SF140.1.mpg	9	5	128	894
SF1400.1.mpg	7	15	12	537
SF1401.1.mpg	10	0	16	481
SF1402.1.mpg	10	0	17	510
SF1403.1.mpg	5	0	11	546
SF1404.1.mpg	10	0	23	559
SF1405.1.mpg	11	0	17	570
SF1406.1.mpg	12	12	22	728
SF1407A.1.mpg	7	0	9	661
SF1407B.1.mpg	8	7	20	471
SF1408A.1.mpg	12	1	20	737
SF1408B.1.mpg	1	16	3	401
SF1409.1.mpg	11	5	20	755
SF141.1.mpg	9	1	122	626
SF1410.1.mpg	7	2	16	669
SF1411.1.mpg	4	9	11	665
SF1412.1.mpg	8	0	15	409
SF1413.1.mpg	7	0	17	755
SF1414.1.mpg	7	34	14	655
SF1415.1.mpg	6	0	12	404
SF1416.1.mpg	5	1	9	891
SF1417.1.mpg	6	0	9	524
SF1418.1.mpg	20	5	35	817
SF1419.1.mpg	8	0	14	454
SF142.1.mpg	7	2	128	802
SF1420.1.mpg	5	1	6	670
SF1423.1.mpg	9	0	16	782
SF1424.1.mpg	10	0	11	705
SF1425.1.mpg	10	4	21	671
SF1426.1.mpg	17	0	31	850
SF1427.1.mpg	7	29	16	850
SF1428.1.mpg	5	0	15	695
SF1429.1.mpg	9	6	20	615
SF1430.1.mpg	17	0	28	496
SF1431A.1.mpg	3	0	3	630
SF1431B.1.mpg	5	61	43	747
SF1432.1.mpg	8	4	17	771
SF1433.1.mpg	22	3	34	506
SF1434.1.mpg	9	0	17	640
SF1435.1.mpg	12	16	31	472
SF1436.1.mpg	8	1	19	651
SF1437.1.mpg	17	0	45	778
SF1438.1.mpg	10	0	21	542
SF1439.1.mpg	11	2	30	485
SF143A.1.mpg	8	1	87	456
SF143B.1.mpg	9	52	76	603
SF144.1.mpg	10	1	144	713
SF1441.1.mpg	21	0	49	600
SF1442.1.mpg	14	0	32	621
SF1443.1.mpg	12	0	29	592
SF1444.1.mpg	13	0	37	533
SF1445.1.mpg	3	0	10	491
SF1446.1.mpg	6	14	19	583
SF1447.1.mpg	12	1	24	523
SF1448.1.mpg	11	0	23	590
SF1449.1.mpg	5	0	14	600
SF145.1.mpg	6	2	95	510
SF1450.1.mpg	7	0	17	708
SF1451.1.mpg	5	0	8	843
SF1452.1.mpg	11	0	33	776
SF1453.1.mpg	8	0	22	420
SF1454.1.mpg	10	0	26	507
SF1455.1.mpg	12	0	31	626
SF1456.1.mpg	12	73	27	613
SF1457.1.mpg	14	0	34	554
SF1458.1.mpg	12	0	27	539
SF1459.1.mpg	3	0	11	267
SF146.1.mpg	9	4	127	300
SF1460A.1.mpg	2	3	5	295
SF1460B.1.mpg	8	6	98	499
SF1460C.1.mpg	5	0	7	495
SF1461.1.mpg	13	0	31	459
SF1462A.1.mpg	14	9	27	714
SF1462B.1.mpg	10	85	52	623
SF1463A.1.mpg	2	0	4	612
SF1464.1.mpg	17	0	36	663
SF1465.1.mpg	9	6	24	631
SF1466B.1.mpg	1	0	9	416
SF1466C.1.mpg	6	6	19	683
SF1466D.1.mpg	2	7	6	768
SF1467.1.mpg	14	0	29	575
SF1468.1.mpg	6	5	12	633
SF1469.1.mpg	11	0	24	685
SF1470.1.mpg	15	0	41	1004
SF1471.1.mpg	13	0	34	564
SF1472.1.mpg	12	0	28	917
SF1473.1.mpg	17	0	45	755
SF1474.1.mpg	9	0	29	646
SF1475.1.mpg	16	0	37	632
SF1476.1.mpg	12	2	46	520
SF1477.1.mpg	18	3	42	620
SF1478A.1.mpg	2	3	13	602
SF1478B.1.mpg	3	1	3	531
SF1479A.1.mpg	14	4	27	784
SF1479B.1.mpg	2	0	6	678
SF1479C.1.mpg	7	8	54	595
SF147A.1.mpg	4	15	43	288
SF147B.1.mpg	5	1	98	1266
SF147C.1.mpg	18	17	214	813
SF147D.1.mpg	7	2	50	795
SF148.1.mpg	7	0	122	301
SF1480.1.mpg	14	0	26	410
SF1481.1.mpg	11	0	25	702
SF1482.1.mpg	14	1	32	548
SF1483.1.mpg	6	5	17	585
SF1484.1.mpg	2	4	8	680
SF1485.1.mpg	6	1	17	511
SF1486.1.mpg	13	0	34	750
SF1487.1.mpg	13	0	32	531
SF1488.1.mpg	14	0	34	761
SF1489.1.mpg	15	0	38	838
SF149.1.mpg	6	1	108	260
SF1490.1.mpg	21	0	42	699
SF1491.1.mpg	18	4	36	665
SF1492.1.mpg	20	0	49	849
SF1493.1.mpg	11	0	27	807
SF1494.1.mpg	16	0	38	641
SF1495A.1.mpg	12	0	42	585
SF1495B.1.mpg	3	0	6	407
SF1496.1.mpg	6	0	18	740
SF1497.1.mpg	19	7	40	735
SF1498.1.mpg	5	5	15	520
SF1499A.1.mpg	22	0	51	829
SF1499B.1.mpg	9	2	21	746
SF1499C.1.mpg	11	0	27	682
SF150.1.mpg	5	2	87	348
SF1500A.1.mpg	7	0	18	579
SF1500B.1.mpg	7	1	25	740
SF1500C.1.mpg	3	0	5	424
SF1500E.1.mpg	7	0	11	704
SF1501.1.mpg	11	0	29	644
SF1502.1.mpg	3	0	9	314
SF1503.1.mpg	5	0	10	380
SF1504A.1.mpg	12	0	21	556
SF1505.1.mpg	2	0	5	589
SF1506.1.mpg	7	0	17	646
SF1507.1.mpg	9	0	19	617
SF1508.1.mpg	13	0	26	712
SF1509.1.mpg	1	13	3	543
SF151.1.mpg	4	2	71	268
SF1510.1.mpg	17	0	45	741
SF1511A.1.mpg	9	0	17	771
SF1511B.1.mpg	2	33	25	711
SF1512.1.mpg	12	0	30	671
SF1513A.1.mpg	11	0	25	531
SF1515.1.mpg	11	2	28	697
SF1516A1.1.mpg	15	0	40	549
SF1516B.1.mpg	8	0	17	471
SF1516C.1.mpg	15	0	23	557
SF1516D.1.mpg	7	0	10	581
SF1517.1.mpg	20	4	37	636
SF1518.1.mpg	10	0	24	608
SF1519.1.mpg	15	7	59	623
SF152.1.mpg	6	2	147	315
SF1520.1.mpg	12	0	22	628
SF1521.1.mpg	20	0	50	693
SF1522A.1.mpg	2	0	4	612
SF1522B.1.mpg	8	0	18	651
SF1523A.1.mpg	17	0	31	517
SF1523B.1.mpg	5	0	10	449
SF1524A.1.mpg	6	0	19	484
SF1524B.1.mpg	19	0	43	584
SF1525.1.mpg	25	0	86	705
SF1526A.1.mpg	9	3	19	636
SF1526B.1.mpg	9	0	26	589
SF1527.1.mpg	20	5	41	716
SF1528A.1.mpg	10	0	21	751
SF1528B.1.mpg	13	26	172	677
SF1529A.1.mpg	25	15	71	510
SF1529B.1.mpg	2	0	3	443
SF153.1.mpg	9	10	151	403
SF1530.1.mpg	5	0	28	764
SF1531A.1.mpg	21	0	47	875
SF1531B.1.mpg	1	0	1	570
SF1531C.1.mpg	2	0	5	439
SF1532.1.mpg	14	0	46	805
SF1533.1.mpg	17	15	42	933
SF1534.1.mpg	14	0	36	656
SF1535.1.mpg	7	1	12	861
SF1536.1.mpg	3	0	12	603
SF1537.1.mpg	1	17	9	778
SF1538.1.mpg	9	16	36	542
SF1539A.1.mpg	1	28	1	600
SF1539B.1.mpg	1	7	4	642
SF1539C.1.mpg	1	7	1	709
SF154.1.mpg	5	3	82	569
SF1540B.1.mpg	16	122	29	801
SF1541A.1.mpg	2	8	4	515
SF1541B.1.mpg	7	139	10	695
SF1541C.1.mpg	11	91	22	793
SF1542A.1.mpg	2	6	8	292
SF1542B.1.mpg	11	5	45	540
SF1543.1.mpg	1	2	2	514
SF1544A.1.mpg	5	0	14	336
SF1544B.1.mpg	10	167	21	866
SF1545.1.mpg	1	0	6	345
SF1546.1.mpg	19	0	49	584
SF1547.1.mpg	8	0	19	720
SF1548.1.mpg	18	0	46	613
SF1549.1.mpg	6	0	16	700
SF155.1.mpg	4	2	44	968
SF1550A.1.mpg	10	0	29	429
SF1551.1.mpg	2	0	3	744
SF1552.1.mpg	12	0	31	682
SF1553.1.mpg	14	0	32	758
SF1554.1.mpg	26	0	57	633
SF1555.1.mpg	14	0	27	772
SF1556.1.mpg	10	7	23	629
SF1557.1.mpg	9	3	25	324
SF1558A.1.mpg	1	0	6	667
SF1558B.1.mpg	2	0	2	900
SF1559.1.mpg	11	36	37	729
SF156.1.mpg	6	2	46	359
SF1560.1.mpg	9	14	22	489
SF1561.1.mpg	15	3	37	583
SF1562.1.mpg	16	24	56	530
SF1563.1.mpg	13	1	31	576
SF1564A.1.mpg	14	0	39	615
SF1564B.1.mpg	1	7	4	701
SF1565.1.mpg	2	21	10	516
SF1566A.1.mpg	9	0	23	652
SF1566B.1.mpg	3	0	4	473
SF1567.1.mpg	11	0	28	803
SF1568.1.mpg	18	6	58	491
SF1569A.1.mpg	19	2	47	657
SF1569B.1.mpg	1	7	1	592
SF1570.1.mpg	1	0	3	420
SF1571.1.mpg	15	1	38	809
SF1572.1.mpg	14	0	38	642
SF1573.1.mpg	25	29	74	695
SF1574.1.mpg	14	0	35	466
SF1575.1.mpg	22	20	50	824
SF1576.1.mpg	5	3	16	796
SF1577.1.mpg	10	0	31	723
SF1578A.1.mpg	12	12	34	588
SF1578B.1.mpg	7	0	10	539
SF1579.1.mpg	3	0	8	711
SF158.1.mpg	5	3	41	429
SF1580.1.mpg	9	0	22	561
SF1581.1.mpg	14	0	31	557
SF1582.1.mpg	9	0	19	547
SF1583.1.mpg	10	0	19	416
SF1584.1.mpg	1	3	3	776
SF1585.1.mpg	9	0	19	620
SF1586.1.mpg	1	16	4	685
SF1587.1.mpg	9	1	23	436
SF1588.1.mpg	7	5	24	634
SF1589.1.mpg	14	11	42	679
SF159-161.1.mpg	3	1	15	532
SF1590.1.mpg	27	18	84	924
SF1591.1.mpg	21	7	66	692
SF1592A.1.mpg	16	32	32	463
SF1592B.1.mpg	20	10	183	470
SF1593.1.mpg	1	20	5	471
SF1594.1.mpg	10	86	13	643
SF1595A.1.mpg	5	0	7	560
SF1595B.1.mpg	2	0	2	402
SF1596.1.mpg	9	97	14	579
SF1597A.1.mpg	6	381	9	601
