dyn_id,person_id,emp_start_year,emp_end_year,cal_stream,max_year
2,9581,-2847,-2736,,112
2,9583,-2732,-2697,,36
2,5739,-2693,-2597,,97
2,9584,,,,
2,9585,-2592,-2513,,80
2,9586,-2509,-2435,,75
2,9587,-2431,-2365,,67
2,9588,-2361,-2357,,5
2,9589,-2351,-2254,,98
2,9590,-2250,-2207,,44
3,9591,-2145,-2105,,41
3,9592,-2101,-2076,,26
3,9593,-2072,-2047,,26
3,9594,-2043,-2035,,9
3,9595,-2031,-2007,,25
3,9596,-1963,-1945,,19
3,9597,-1941,-1928,,14
3,9598,-1924,-1884,,41
3,9599,-1880,-1866,,15
3,9600,-1862,-1850,,13
3,9601,-1846,-1791,,56
3,9602,-1787,-1770,,18
3,9603,-1766,-1749,,18
3,9604,-1745,-1718,,28
3,9605,-1714,-1707,,8
3,9606,-1703,-1688,,16
3,9607,-1684,-1657,,28
4,4538,-1653,-1624,,30
4,9608,-1624,-1622,,3
4,9609,-1622,-1619,,4
4,9610,-1619,-1607,,13
4,9611,-1607,-1587,,21
4,9612,-1587,-1562,,26
4,9613,-1562,-1545,,18
4,9614,-1545,-1533,,13
4,9615,-1533,-1458,,76
4,9616,-1458,-1447,,12
4,9617,-1447,-1432,,16
4,9618,-1432,-1423,,10
4,9619,-1423,-1404,,20
4,9620,-1404,-1388,,17
4,9621,-1388,-1363,,26
4,9622,-1363,-1331,,33
4,9623,-1331,-1302,,30
4,9624,-1302,-1285,,18
4,9625,-1285,-1257,,29
4,9626,-1257,-1254,,4
4,9627,-1254,-1245,,10
4,9628,-1245,-1187,,59
4,9629,-1187,-1176,,12
4,9630,-1176,-1156,,21
4,9631,-1156,-1147,,10
4,9632,-1147,-1130,,18
4,4539,-1130,-1115,,16
4,9633,-1115,-1104,,12
4,4540,-1104,-1085,,20
4,9634,-1085,-1044,,42
5,5350,-1055,-1049,,7
5,5570,-1048,-1042,,7
5,9635,-1041,-1035,,7
5,9636,-1041,-1005,,37
5,9637,-1004,-976,,29
5,9638,-976,-955,,22
5,5122,-955,-916,,40
5,9639,-916,-898,,19
5,9640,-898,-871,,28
5,9641,-871,-864,,8
5,9642,-864,-856,,9
5,9643,-856,-840,,17
5,9644,-840,-826,,15
5,9645,-826,-780,,47
5,9646,-780,-770,,11
5,9647,-769,-718,,52
5,9648,-718,-695,,24
5,9649,-695,-680,,16
5,9650,-680,-675,,6
5,9651,-675,-650,,26
5,9652,-650,-617,,34
5,9653,-617,-611,,7
5,9654,-611,-605,,7
5,9655,-605,-584,,22
5,9656,-584,-570,,15
5,9657,-570,-543,,28
5,9658,-543,-519,,25
5,9659,-519,-518,,2
5,9660,-518,-474,,45
5,9661,-474,-467,,8
5,9662,-467,-440,,28
5,9663,-440,-440,,1
5,9664,-440,-439,,2
5,9665,-439,-424,,16
5,9666,-424,-400,,25
5,9667,-400,-374,,27
